Nº	Códice	Fecha Inicio Códice	Fecha Fin Códice	Lugar	Copista/Impresor	Biblioteca	Obra	Fecha Inicio Obra	Fecha Fin Obra	Título	Autor	Traductor	Folio	Contexto previo	Término Buscado <Lema> [Etiqueta]	Contexto posterior
201	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0001	1496-10-08 ad quem	1496-10-08 ad quem	Libro del Anticristo	desconocido		51r-a(5)	opinion de algunos doctores que sant miguel quando mate al antichristo lo echara encima del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 & sera partido en dos partes & que por la diuina voluntad sera otra vez
202	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		56v-a(1)	Fulgebunt justi &c. resplandesceran los justos enel juyzio final como h j scintilas de	huego <fuego> [NCMS000]	 &c halla se scrito enel libro de judich xvj capitulo Ue genti insurgenti super genus
203	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		57r-a(22)	plata ni oro suyo no los podra librar enel dia dela yra del señor Enel	huego <fuego> [NCMS000]	 de su zelo sera deuorada toda la tierra porque hara la consumacion aquexada a todos
204	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		60r-a(9)	todos los escandalos y alos que hazen la iniquidad y seran echados enel camino del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ende sera lloro y batimiento de dientes entonce los justos resplandesçeran como el sol en
205	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		63v-a(25)	como auezes vemos algunas cometas o estrellas mouibles que tienen vn rayo luengo como de	huego <fuego> [NCMS000]	 y corren por el cielo En aquel tiempo es de pensar que todos los señales
206	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		72v-a(10)	primero capitulo Et succendam ignem in rabbath & deuorabit &c. Accendere dize dios el	huego <fuego> [NCMS000]	 en rabbath que quiere decir enel judicio delos peccadores y destruyra sus casas enel dia
207	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		78v-a(19)	los dias postrimeros Capitulo xiiij del viij señal como han de correr los rayos de	huego <fuego> [NCMS000]	 de poniente al leuante contra el cielo. SEra demostrado el viij señal muy espantoso
208	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		79r-a(2)	vij derramo su vaso enel ayre y ende parescieron o han de venir llamas de	huego <fuego> [NCMS000]	 si quier encendimientos vozes truenos &c Esto se hara contra los blasfemadores que siendo fuera
209	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		81r-a(8)	y esto haziendo no blasfemaremos y no blasfemado guardar nos ha dios delos rayos de	huego <fuego> [NCMS000]	 quando corrieren segun es dicho en fin delos dias donde los tales ganaran por siempre
210	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		81v-a(21)	vn manojo de estopa la compañia delos peccadores y su fin o consumacion llamas de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 la carrera suya es vna calçada llena de piedra y en fin de todo es
211	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		89r-a(10)	dela qual eres fecho porque poluo eres y poluo seras tornado esto sera hecho por	huego <fuego·PUNCT> [NCMS000·PUNCT]	 como el fin primero del mundo fue por el diluuio assi lo scriuio el apostol
212	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		89v-a(6)	ante paresce por el propheta dauid enel psalmo xcvj Jgnis ante ipsum procedet. El	huego <fuego> [NCMS000]	 vendra delante del señor enel judicio el qual segun el allegado sancto thomas quemara todos
213	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		94r-a(3)	fin general del mundo que todas las cosas viuas hombres y jumentos haura muerto el	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ha de venir vn otro señal espantoso y este sera el son o voz dela
214	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		101v-a(7)	armas de su defension porque ningun cauallero puede andar seguro entre saetas y tiros de	huego <fuego> [NCMS000]	 si va desarmado ni algun cristiano ganara la gloria en tal pelea sin armadura de
215	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0002	1496-10-08 ad quem	1496-10-08 ad quem	Libro del juicio final	desconocido		103v-a(14)	boz que dira Ite maledicti patris mei &c. yd malditos del mi padre al	huego <fuego> [NCMS000]	 por siempre el qual es aparejado para los diablos del infierno para lucifer y su
216	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0003	1416-09-23 ad quem	1416-09-23 ad quem	Sermón Ecce positus est hic in ruinam	pseudo-San Vicente Ferrer		112r-a(2)	todos y el herira la grand estatua quiere dezir el mundo por la combustion del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 que lo quemara y sera buelto enla fauilla si quier ceniza porque todo elementado se
217	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0003	1416-09-23 ad quem	1416-09-23 ad quem	Sermón Ecce positus est hic in ruinam	pseudo-San Vicente Ferrer		112r-a(22)	anticristos han de venir vno despues de otro ante que venga la consagracion por el	huego <fuego> [NCMS000]	 del fin del mundo delos quales el vno ha de ser mixto y verna primero
218	BC4	1497-02-10	1497-02-10	Salamanca	Leonardo Hutz y Lope Sanz	San Marino: The Huntington Library  [90954]	HSMS-0228-0001	1310 ca.	1310 ca.	Leyes del estilo	desconocido		31r-b(48)	tenialo por bien Fin DEO GRACJAS. Fue impresso en salamanca a diez dias de	hebrero <febrero> [NCMS000]	 de Mccccxcvii años f ¶ Comienza la tabla de todas las leyes que eneste libro
219	BFC	1498 ca.	1498 ca.	Salamanca	Juan de Porras	Barcelona: Biblioteca de Catalunya  [Inc. 84-8º]	HSMS-0484-0001	1455-09-03 ad quem	1455-09-03 ad quem	Breve forma de confesión	Alonso Fernández de Madrigal, el Tostado, obispo de Ávila		19v-a(7)	de robar / o de herir matar o destruyr possessiones a hierro / o a	huego <fuego·PUNCT> [NCMS000·PUNCT]	 o en qualquier otra manera Si esta guerra fuere justa de parte de alguno delos
220	BFC	1498 ca.	1498 ca.	Salamanca	Juan de Porras	Barcelona: Biblioteca de Catalunya  [Inc. 84-8º]	HSMS-0484-0001	1455-09-03 ad quem	1455-09-03 ad quem	Breve forma de confesión	Alonso Fernández de Madrigal, el Tostado, obispo de Ávila		28v-a(10)	dineros / como en todas las otras cosas conuiene a saber si da alguno x	hanegas <fanega> [NCFP000]	 de trigo porque le den onze o doze E enesta manera es obligado el que
221	BFC	1498 ca.	1498 ca.	Salamanca	Juan de Porras	Barcelona: Biblioteca de Catalunya  [Inc. 84-8º]	HSMS-0484-0001	1455-09-03 ad quem	1455-09-03 ad quem	Breve forma de confesión	Alonso Fernández de Madrigal, el Tostado, obispo de Ávila		38v-a(34)	el fuego que es luziente & de grande claridad empero cosa sin vida es el	huego <fuego·PUNCT> [NCMS000·PUNCT]	 & no han poder los cielos ni las estrellas de hazer bien / ni mal
222	BFC	1498 ca.	1498 ca.	Salamanca	Juan de Porras	Barcelona: Biblioteca de Catalunya  [Inc. 84-8º]	HSMS-0484-0001	1455-09-03 ad quem	1455-09-03 ad quem	Breve forma de confesión	Alonso Fernández de Madrigal, el Tostado, obispo de Ávila		48r-a(10)	mugeres religiosas & aun alos varones religiosos que antes deuian fuyr a meter se enel	huego <fuego> [NCMS000]	 que tales palabras dezir ni oyr ¶ El iij sentido es el oler & desto
223	BFC	1498 ca.	1498 ca.	Salamanca	Juan de Porras	Barcelona: Biblioteca de Catalunya  [Inc. 84-8º]	HSMS-0484-0001	1455-09-03 ad quem	1455-09-03 ad quem	Breve forma de confesión	Alonso Fernández de Madrigal, el Tostado, obispo de Ávila		54r-a(19)	negligencia no parandomientes ¶ El xxviij caso es del que comete sacrilegio / o pone	huego <fuego> [NCMS000]	 a qualquier cosa que no sea yglesia ¶ El xxix caso es del que falsa
224	BMP	1498-02-10	1498-02-10	Burgos	Juan de Burgos	Oviedo: Biblioteca de la Universidad de Oviedo  [R-33215]	HSMS-0226-0001	1313	1469 ad quem	Baladro del sabio Merlín con sus profecías	desconocido	desconocido	90v-b(25)	alli muerto mal fizo dixo ella que amarauilla heran fechas en lugar tan bueno &	he <fe> [NCFS000]	 enel era grand plazer que ya dios no me ayude si me partiere de aqui
225	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		6r-a(23)	al sancto padre su enbaxada solenne enla qual fueron el conde don rodrigo & aluar	hañez <Fáñez> [NP000P0]	 minaya & otros caualleros & letrados quedando el en tolosa donde queria continuar su camino
226	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		9v-a(30)	para alla mouiesse con su gente embio lo desafiar & fue el mensajero don Aluar	hañez <Fáñez> [NP000P0]	 primo del Cid con el qual le embio dezir que le dexasse el reyno en
227	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		10r-a(1)	le dexasse el reyno en otra manera que gelo tomaria por fuerça E don Aluar	hañez <Fáñez> [NP000P0]	 avn que mucho le pesaua houo de hazer el mandado de su señor & quando
228	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		10r-a(5)	enojo de hauer seydo quebrantador del juramento que hauia hecho & dixo a don aluar	hañez <Fáñez·PUNCT> [NP000P0·PUNCT]	 dezid a mi hermano que no quiera passar la jura que hizo a nuestro padre
229	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		10r-a(8)	nuestro padre & quando el al quisiere yo trabajare de me defender E don aluar	hañez <Fáñez> [NP000P0]	 se boluio al rey don sancho & luego el rey don garcia embio vn cauallero
230	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		11r-a(26)	que no lo harian por ninguna cosa E estando en estas palabras llego don Aluar	hañez <Fáñez> [NP000P0]	 minaya aquien el rey hauia dado cauallo & armas & dixo alos caualleros que tenian
231	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		24v-a(7)	lazerados por amor de dios & hizo dios por ella tan grand milagro que dio	huego <fuego> [NCMS000]	 celestial en vna lampara suya La tercera fue doña teresa & no houo della hijo
232	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		28v-a(13)	nos quisiere enel campo nos hallara Y essa noche el cid mando a don Aluar	hañez <Fáñez> [NP000P0]	 que caualgasse con dozientos caualleros & corriesse a hita & guadalajara & a alcala y
233	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		28v-a(16)	hita & guadalajara & a alcala y el espero al pie dela sierra & aluar	hañez <Fáñez> [NP000P0]	 lo hizo assi & tomo vna grand presa & luego que los moros abrieron el
234	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		28v-a(21)	hallaron mucho oro & plata Y en tanto que esto fizo el cid don Aluar	hañez <Fáñez> [NP000P0]	 corrio todos los lugares ya dichos & vino se para el cid con muy gran
235	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		28v-a(25)	lo partir muy bien con todos los que conel yuan & dio a don aluar	hañez <Fáñez> [NP000P0]	 el quinto que le pertenecia el qual no lo quiso recebir diziendo que asaz le
236	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		29v-a(13)	los vido alongados del lugar boluio sobre ellos y mato muchos dellos E don aluar	hañez <Fáñez> [NP000P0]	 que quedaua con vna celada cerca dela villa antes que los moros boluiesen se lanço
237	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		30r-a(8)	de reconoscer el señorio que deuia al rey don Alonso & llamo a don Aluar	hañez <Fáñez> [NP000P0]	 & dixo Primo bien sabeys como el rey don Alonso me mando salir de sus
238	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		30r-a(21)	honor de nuestra señora por el bien que nos ha hecho & assi don Aluar	hañez <Fáñez> [NP000P0]	 se partio para el rey & hallo lo en leon & diole el presente que
239	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		30v-a(8)	su muger & hijas & heredamientos por que le no hagan desguisado Entonce don Aluar	hañez <Fáñez> [NP000P0]	 le beso la mano & le suplico que le mandasse entregar todo lo del Cid
240	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		30v-a(29)	el rey le hizo grandes fiestas & honrras & a este tiempo llego don aluar	hañez <Fáñez> [NP000P0]	 con la respuesta del rey don alonso de que el cid fue mucho alegre Eneste
241	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		36v-a(11)	dar para su despensa muy complidamente quanto houieron menester ¶ Capitulo xxiij De como aluar	hañez <Fáñez> [NP000P0]	 & Martin antolinez se partieron conel presente para el rey don Alonso. OTro dia
242	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		36v-a(15)	partieron conel presente para el rey don Alonso. OTro dia de grand mañana Aluar	hañez <Fáñez> [NP000P0]	 & martin antolinez se partieron con todo lo dicho & anduuieron por sus jornadas hasta
243	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38r-a(2)	con toda la gente & dar enel real delos moros & mando a don Aluar	hañez <Fáñez> [NP000P0]	 que estouiesse quedo en su celada hasta que viesse que la batalla era bien buelta
244	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38r-a(6)	E la batalla fue muy peleada & muchos delos moros muertos E como don aluar	hañez <Fáñez> [NP000P0]	 de subito entro enla batalla pensaron que la gente era mucha & començaron a huyr
245	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38r-a(31)	largamente las riquezas que en aquella batalla hauia ganado E mando llamar a don Aluar	hañez <Fáñez> [NP000P0]	 & a pero bermudez & rogo les que quisiessen luego partir para castilla por lleuar
246	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38v-a(11)	el rey & todo lo que menester ouieron para su viage E assi don Aluar	hañez <Fáñez> [NP000P0]	 & pero bermudez se partieron para el rey al qual hallaron en valladolid E como
247	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38v-a(24)	rienda y empos dellos venian los pajes de todos los caualleros y despues don Aluar	hañez <Fáñez> [NP000P0]	 y pero bermudez de tras dellos & todas sus compañas Y quando llegaron don Aluar
248	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38v-a(26)	y pero bermudez de tras dellos & todas sus compañas Y quando llegaron don Aluar	hañez <Fáñez> [NP000P0]	 & Pero bermudez se apearon & besaron las manos al rey & don Aluar hañez
249	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		38v-a(27)	hañez & Pero bermudez se apearon & besaron las manos al rey & don Aluar	hañez <Fáñez> [NP000P0]	 le dixo Señor el Cid vuestro vassallo os besa las manos & os tiene en
250	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		44v-a(4)	salidos delas huertas el cid ordeno sus hazes & dio la delantera a don Aluar	hañez <Fáñez> [NP000P0]	 & la vandera a pero bermudez & dio le quinientos caualleros & mill & quinientos
251	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		48r-a(14)	alos veynte & nueue reyes que con el venian y embio conel a don Aluar	hañez <Fáñez> [NP000P0]	 & a Pero bermudez los quales lleuaron al rey dozientos cauallos ensillados & enfrenados &
252	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		49v-a(10)	la verdad E luego Pero bermudez se partio para Molina y llegado ende don Aluar	hañez <Fáñez> [NP000P0]	 y el se vinieron con las hijas del Cid a valencia & quando el cid
253	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		51r-a(23)	supo el cid ante que a las cortes viniesse & hizo luego llamar a Aluar	hañes <Fáñez> [NP000P0]	 & a Pero bermudez & caualgaron todas las gentes del cid & vinieron conel al
254	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		52v-a(7)	& tomo les las espadas & dio las al cid Entonce se leuanto don aluar	hañez <Fáñez> [NP000P0]	 & dixo al cid Tened por bien de me dar a colada con que vos
255	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		52v-a(25)	para los infantes de carrion & por vuestro mandado yo las di a don Aluar	hañez <Fáñez> [NP000P0]	 para que gelas diesse por mugeres como la santa yglesia manda & vos señor las
256	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		63r-a(14)	y mando que querays hazer todo lo que el obispo don geronimo & don Aluar	hañez <Fáñez> [NP000P0]	 & pero bermudez vos diran que ellos vos regiran & vos gouernaran como a mi
257	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		63r-a(28)	E vn dia ante que muriesse mando llamar al obispo don geronimo & don Aluar	hañez <Fáñez·PUNCT> [NP000P0·PUNCT]	 & a pero bermudez & a gil diaz su almoxarife & dixo les Bien sabeys
258	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		63v-a(22)	me el cauallo E vos Pero bermudez lleuad mi seña como soleys E vos Aluar	hañez <Fáñez> [NP000P0]	 acabdillad las gentes & poned vuestras hazes & yd a lidiar con el rey bucar
259	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		64r-a(2)	E dexo por testamentarios a doña Ximena & al obispo don Jeronimo & don Aluar	hañez <Fáñez·PUNCT> [NP000P0·PUNCT]	 & a Pero bermudez y rescibio el cuerpo de nuestro señor con grand deuocion &
260	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		65v-a(7)	salieron tan passo que era cosa marauillosa Despues que el dia fue claro don Aluar	hañez <Fáñez> [NP000P0]	 ordeno sus hazes muy bien como aquel que lo hauia acostumbrado & con tan grand
261	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		65v-a(22)	mano siniestra vna seña colorada & vna cruz blanca & vna espada que parescia de	huego <fuego> [NCMS000]	 & hazia vna tan grand mortandad enlos moros que era cosa marauillosa & quando esto
262	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		66r-a(3)	fueron a sus tierras muy mal andantes & desque los moros fueron ydos don Aluar	hañez <Fáñez> [NP000P0]	 & las compañas del cid boluieron al campo donde no se podria creer el oro
263	CCW	1498-05	1498-05	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink 4.H.58]	HSMS-0504-0001	1498-05 ad quem	1498-05 ad quem	Crónica del Cid	desconocido		68v-a(3)	se fueron conel rey de nauarra & otros conel infante de aragon & don aluar	hañez <Fáñez> [NP000P0]	 & pero bermudez y el obispo don geronimo & gil diaz & las otras compañas
264	OLI	1498-10-20	1498-10-20	Sevilla	Tres Compañeros alemanes	Viena: Österreichische Nationalbibliothek  [Ink. 5.G.39]	HSMS-0340-0001	1498 ad quem	1498 ad quem	Enrique fi de Oliva	desconocido		9v-a(10)	al duque dela Rocha su marido que assi la saluase dios de aquel peligro de	huego <fuego> [NCMS000]	 en que se yua a meter DEspues que hizo oracion santiguose & leuantose & fuesse
265	SUM	1498	1498	Salamanca	Juan de Porras	Madrid: Biblioteca Nacional de España  [INC/1350]	HSMS-0116-0001	1498 ad quem	1498 ad quem	Sumario de la medicina	Francisco López de Villalobos		20v-a(27)	quando la colora fuere purgada mezclad en formica miliar del turbid De la pruna y	huego <fuego> [NCMS000]	 persico ¶ El persico huego y la pruna o carbon de colora son venenosa y
266	SUM	1498	1498	Salamanca	Juan de Porras	Madrid: Biblioteca Nacional de España  [INC/1350]	HSMS-0116-0001	1498 ad quem	1498 ad quem	Sumario de la medicina	Francisco López de Villalobos		20v-a(28)	mezclad en formica miliar del turbid De la pruna y huego persico ¶ El persico	huego <fuego> [NCMS000]	 y la pruna o carbon de colora son venenosa y mas gruessa la qual roe
267	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0002	1498-01-16 ad quem	1498-01-16 ad quem	Tratado de Roma	Martín Martínez de Ampiés		11r-b(18)	fijo que fue seruio tulio y vn dia stando el niño enla cuna descendio vn	huego <fuego> [NCMS000]	 sobre su cabeça y no le fizo daño alguno la reyna que staua conel rey
268	VTS	1498-01-16	1498-01-16	Zaragoza	Pablo Hurus	Stuttgart: Württembergische Landesbibliothek  [Inc.fol.3965]	HSMS-0444-0002	1498-01-16 ad quem	1498-01-16 ad quem	Tratado de Roma	Martín Martínez de Ampiés		11r-b(36)	dicha cresa captiua donde dize que bien dio señal su padre Uulcano como dios del	huego <fuego> [NCMS000]	 quando en la cuna estando en roma je lo embio sobre la cabeça sin hazer
