Nº	Códice	Fecha Inicio Códice	Fecha Fin Códice	Lugar	Copista/Impresor	Biblioteca	Obra	Fecha Inicio Obra	Fecha Fin Obra	Título	Autor	Traductor	Folio	Contexto previo	Término Buscado <Lema> [Etiqueta]	Contexto posterior
210	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		168v-a(32)	de oliuas de sauzes alamos blancos y auellanos que los que ponen por enero y	hebrero <febrero> [NCMS000]	 las oliuas de vnas grandes piernas mayor mente en tierras enxutas y secas no aciertan
211	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		169v-a(7)	bueno hazer los vallados mas si es tierra donde yela o gruessa mejor es por	hebrero <febrero> [NCMS000]	 y mondar todos los arboles ante que broten ni engorden las yemas Aquesto sea general
212	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		169v-a(13)	segund dize Plinio enel libro diez y ocho capitulo treynta y dos ¶ Mes de	hebrero <febrero> [NCMS000]	 creciente. ENla creciente de hebrero enlas tierras templadas y que son mas gruessas se
213	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		169v-a(14)	y ocho capitulo treynta y dos ¶ Mes de hebrero creciente. ENla creciente de	hebrero <febrero> [NCMS000]	 enlas tierras templadas y que son mas gruessas se encomiençan a guardar los prados de
214	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170r-a(25)	sauzes frexnos y oliuas y poner todas semillas de arboles como yedras arrayhanes laureles ¶	Hebrero <febrero> [NCMS000]	 menguante. EN esta menguante de hebrero es bien echar estiercol muy podrido enlas escauas
215	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170r-a(26)	semillas de arboles como yedras arrayhanes laureles ¶ Hebrero menguante. EN esta menguante de	hebrero <febrero> [NCMS000]	 es bien echar estiercol muy podrido enlas escauas delos arboles o vides que son tardios
216	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170r-a(38)	tiernos que derruecan con la cola y con la boca y topando Enesta menguante de	hebrero <febrero> [NCMS000]	 y enla ante passada se cortan bien las cañas y con buena sazon las mimbres
217	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170v-a(16)	Março creciente. ESte mes tiene asi mismo algunas obras que se pueden hazer en	hebrero <febrero> [NCMS000]	 y en abril porque casi cada mes como este en medio de otros dos participa
218	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170v-a(18)	en medio de otros dos participa de las propiedades y mucho mas este y avn	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 porque tienen parte delos frios del inuierno y de sus aguas y dela serenidad del
219	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170v-a(22)	muy calientes es el mes de enero como el de março enlas frias el de	hebrero <febrero> [NCMS000]	 tercia en medio y ansi es enlos otros meses del año y avn que aqui
220	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170v-a(31)	linajes de vuas tempranas como lo son todas las delicadas mejor es por enero o	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 Agora es buen enxerir de viñas poner estacas de arrayhanes morales y si son tierras
221	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		170v-a(38)	que echen nueua madera y se hagan buenas y si es tierra caliente sea por	hebrero <febrero> [NCMS000]	 que siempre se a de hazer antes que broten Es buen sembrar agora las mielgas
222	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		171r-a(26)	agora es bien jarretar las vides nueuas si es tierra tardia que enlas tempranas por	hebrero <febrero> [NCMS000]	 se deue hazer Agora se aran asi mesmo las tierras para que tengan buena sazon
223	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		175v-a(43)	de entender desta manera que el inuierno comiença desde diziembre y dura por enero y	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 verano março abrir y mayo Estio junio julio agosto otoño setiembre otubre nouiembre Quando las
224	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		178r-b(1)	de enero enla creciente de luna folio clxviij Menguante de enero folio clxix Creciente de	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 folio clxix Menguante de hebrero folio clxx Creciente de março folio clxx Menguante de março
225	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		178r-b(2)	luna folio clxviij Menguante de enero folio clxix Creciente de hebrero folio clxix Menguante de	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 folio clxx Creciente de março folio clxx Menguante de março folio clxxi Creciente de abril
226	C11	1514-02-21	1514-02-21	Valencia	Juan Joffre	Madrid: Biblioteca Nacional de España  [R/4870]	HSMS-0167-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		15v-a(1)	comamos yo tambien si quisiere derrocar la casa aprouarlo si quemar su hazienda yr por	huego <fuego> [NCMS000]	 destruya rompa quiebre dañe de a alcahuetas lo suyo que mi parte me cabra pues
227	C11	1514-02-21	1514-02-21	Valencia	Juan Joffre	Madrid: Biblioteca Nacional de España  [R/4870]	HSMS-0167-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		25v-a(14)	si nuestro amo te oye tambien te castigara ati como a mi Sempronio o mal	huego <fuego> [NCMS000]	 te abrase que tu hablas en daño de todos & yo a ninguno offendo o
228	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0001	1496	1496	Comedia de Bras-Gil	Lucas Fernández		2r-a(2)	vaylando para su lugar. Brasgil Dereniego del amor doyle a rabia y doyle a	huego <fuego> [NCMS000]	 del blasfemo y del reniego con gran yra y gran furor pues que siempre su
229	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0001	1496	1496	Comedia de Bras-Gil	Lucas Fernández		5v-a(20)	me queras vergoñar Olalla Llobado renal me mate Beringuella Vera como me combate con su	huerte <fuerte> [AQ0CS0]	 motejar Olalla Quiero quiero te abraçar pues que desposada sos dexete bien llograr dios Beringuella
230	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0002	1497	1497	Diálogo para cantar	Lucas Fernández		6r-b(3)	Juan pastor El dolor que a mi me duele no puede auer resistencia porques tan	huerte <fuerte> [AQ0CS0]	 dolencia que curar jamas se puede no ay consuelo que consuele a mi triste parescer
231	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0002	1497	1497	Diálogo para cantar	Lucas Fernández		6r-b(30)	reposo puedo auer de gasajo y de prazer Es mi fuerza consumida con este terrible	huego <fuego> [NCMS000]	 no puedo tomar sossiego consume se ya mi vida ya mi mal va de cayda
232	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0002	1497	1497	Diálogo para cantar	Lucas Fernández		6v-b(12)	cara mas no siento quien cuydara quel tan crudo hauia de ser y de tan	huerte <fuerte> [AQ0CS0]	 poder Bras Miafe juan nadie no diga poder huyr de su lazo que adoquier su
233	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0003	1497 ad quem	1497 ad quem	Farsa o cuasi comedia 1	Lucas Fernández		7r-a(20)	pastorcico serrano viste hermano vn cauallero passar Pastor Y que cosa es cauallero es algun	huerte <fuerte> [AQ0CS0]	 alemaña o llobo rabaz muy fiero o vignadero o es quiças musaraña Donzella Es vn
234	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0003	1497 ad quem	1497 ad quem	Farsa o cuasi comedia 1	Lucas Fernández		7r-b(10)	Donzella Cierto mi entrañable amor gran dolor por el me haze padecer Pastor y tan	huerte <fuerte> [AQ0CS0]	 es de galan Donzella El es tal que su figura y hermosura me da vida
235	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0003	1497 ad quem	1497 ad quem	Farsa o cuasi comedia 1	Lucas Fernández		8v-a(5)	Donzella sus tormentos no es posible que os den tan grande sossiego Pastor con vn	huego <fuego> [NCMS000]	 ños quema muy perpexible Y aun el crego esta otoñada de amor andaua aborrido por
236	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0004	1499	1499	Farsa o cuasi comedia 2	Lucas Fernández		13v-a(2)	niño y ciego C iij Soldado y es de muy bella facion tira saetas de	huego <fuego> [NCMS000]	 sin sossiego siempre hiere a traycion pascual Dende aqui al diablo do a rapaz de
237	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0004	1499	1499	Farsa o cuasi comedia 2	Lucas Fernández		14r-a(32)	Soldado hazeys vida aca matiega pascual y alla ciega pues con ella os ys al	huego <fuego> [NCMS000]	 Soldado Juro a tal si te arrebato que te buelua del reues pascual soncas ño
238	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0005	1500	1500	Egloga o farsa del nacimiento de nuestro señor Jesucristo	Lucas Fernández		17r-a(25)	barbi poniente mas que vn dado soy perhecho en cosa ño so contrecho zagal soy	huerte <fuerte> [AQ0CS0]	 y valiente Las zagalas que me otean en ligreja miafe todas me dessean y con
239	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0005	1500	1500	Egloga o farsa del nacimiento de nuestro señor Jesucristo	Lucas Fernández		17v-b(18)	ea ñayde ño se torue que ño sabeys do va tabra Bonifacio esso es miafe	huerte <fuerte> [AQ0CS0]	 cencia mas sin dudar digo ha que la nacencia jamas toviste sabencia como se ha
240	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0006	1501	1501	Auto o farsa del nacimiento de nuestro señor Jesucristo	Lucas Fernández		21r-a(1)	de organo Et incipit feliciter sub correptione sancte matris ecclesie. Pascual ¶ Hora huy	huerte <fuerte> [AQ0CS0]	 llentio haze aquesta madrugada rabia y quan terrible elada juro a mi que haze gran
241	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0006	1501	1501	Auto o farsa del nacimiento de nuestro señor Jesucristo	Lucas Fernández		21v-a(8)	bobarron Cumpre te ya lleuantar sin mas tardar lluego lluego lloreynte ora te encomiendo al	huego <fuego> [NCMS000]	 pascual no cumpre mas perezar lloreynte dexame hora reposar pascual anda yergue perezoso no te
242	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0006	1501	1501	Auto o farsa del nacimiento de nuestro señor Jesucristo	Lucas Fernández		22r-a(20)	lloreynte. digo ha pascual tan terrible es su sabencia lloreynte a la he tiene	huerte <fuerte> [AQ0CS0]	 sciencia quel abc te dira que lletra no errara pascual De saber ño lo curemos
243	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0006	1501	1501	Auto o farsa del nacimiento de nuestro señor Jesucristo	Lucas Fernández		23v-b(32)	perñotaron y otros lo profetizaron Juan Salamon no se dormio con sus dulces cantilenas tan	huertes <fuerte> [AQ0CP0]	 y tanto buenas claramente la mostro esta es la que alabo dando le muchos loores
244	FEG	1514-11-10	1514-11-10	Salamanca	Lorenzo de Liomdedei	Madrid: Biblioteca Nacional de España  [R/9018]	HSMS-0409-0007	1503	1503	Auto de la pasión	Lucas Fernández		27v-a(34)	su gesto derretido con amor para curar el langor en quel mundo estaua puesto Con	huego <fuego> [NCMS000]	 de caridad hizo confacion de vnguentes para vngir la enfermedad y maldad ya de todos
245	PDA	1514-06-09	1514-06-09	Burgos	Fadrique de Basilea	París: Bibliothèque Nationale de France  [RES-Y2-856]	HSMS-0435-0001	1514-06-09 ad quem	1514-06-09 ad quem	Penitencia de amor	Pedro Manuel Jiménez de Urrea		5r-a(19)	cada qual su propiedad a la piedra que caya hasta lo ondo del centro al	huego <fuego> [NCMS000]	 que todo lo que en el se ponga se consuma y al hombre que con
246	PDA	1514-06-09	1514-06-09	Burgos	Fadrique de Basilea	París: Bibliothèque Nationale de France  [RES-Y2-856]	HSMS-0435-0001	1514-06-09 ad quem	1514-06-09 ad quem	Penitencia de amor	Pedro Manuel Jiménez de Urrea		12r-a(9)	de finoya viene tan rigurosa segun ella me a dicho que viene mas scripta con	huego <fuego> [NCMS000]	 que con tinta Darino no tengo yo de mirar a otra cosa sy no a
247	PDA	1514-06-09	1514-06-09	Burgos	Fadrique de Basilea	París: Bibliothèque Nationale de France  [RES-Y2-856]	HSMS-0435-0001	1514-06-09 ad quem	1514-06-09 ad quem	Penitencia de amor	Pedro Manuel Jiménez de Urrea		20v-a(11)	es naçido el ante christo todos somos tan peruersos que dios de muy enojado echara	huego <fuego> [NCMS000]	 del cielo y acabara esta flaca vmanidad mayormente en estas cosas de amores no quiero
248	PDA	1514-06-09	1514-06-09	Burgos	Fadrique de Basilea	París: Bibliothèque Nationale de France  [RES-Y2-856]	HSMS-0435-0001	1514-06-09 ad quem	1514-06-09 ad quem	Penitencia de amor	Pedro Manuel Jiménez de Urrea		29r-a(29)	todo el mundo lo adora y del otro hazen vna horca o lo hechan enel	huego <fuego> [NCMS000]	 y en vn mismo canpo senbrada vna misma simiente la metad d v della comen
249	PDA	1514-06-09	1514-06-09	Burgos	Fadrique de Basilea	París: Bibliothèque Nationale de France  [RES-Y2-856]	HSMS-0435-0002	1514-06-09 ad quem	1514-06-09 ad quem	Otras coplas suyas sobre la vida de este mundo	Pedro Manuel Jiménez de Urrea		35r-a(17)	bueno que bien mereçe Tanto ya la maldad creçe que dios por nuestra maliçia dara	huego <fuego> [NCMS000]	 de justiçia quemando lo que pareçe La fin desta triste vida que se entiende en
250	BOT	1515-11-25	1515-11-25	Valladolid	Arnaldo Guillén de Brocar	Nueva York: Hispanic Society of America  [olim HC397/821]	HSMS-0214-0001	1515-11 ad quem	1515-11 ad quem	Compendio de los boticarios	Saladino da Ascoli	Alonso Rodríguez de Tudela	26v-a(13)	y las cortezas dela cidra y haz conserua dellas y guardalas ¶ Del mes de	hebrero <febrero> [NCMS000]	 coge las cimbalarias y epaticas y pulmonarias y comiença a coger las violetas hasta el
251	BOT	1515-11-25	1515-11-25	Valladolid	Arnaldo Guillén de Brocar	Nueva York: Hispanic Society of America  [olim HC397/821]	HSMS-0214-0001	1515-11 ad quem	1515-11 ad quem	Compendio de los boticarios	Saladino da Ascoli	Alonso Rodríguez de Tudela	29r-a(13)	y es delas primeras flores del verano y han se de coger enel mes de	hebrero <febrero> [NCMS000]	 quando no aya calor ni lluuia que dissuelua y dissipa su virtud Fria es y
252	C07	1516	1516	Roma	Marcelo Silber	Londres: The British Library  [C.20.b.15]	HSMS-0046-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		30v-a(32)	si nuestro amo te oya tambien te castigara ati como a mi Sempronio o mal	huego <fuego> [NCMS000]	 te abrase que hablas en daño de todos & yo a ninguno offendo o intollerable
253	C07	1516	1516	Roma	Marcelo Silber	Londres: The British Library  [C.20.b.15]	HSMS-0046-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		63r-a(25)	hazer tal cosa de ninguno que hombre sea mayormente amando como yo nadando por este	huego <fuego> [NCMS000]	 de tu desseo toda mi vida No quieres que me arrime al dulce puerto a
254	C07	1516	1516	Roma	Marcelo Silber	Londres: The British Library  [C.20.b.15]	HSMS-0046-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		81r-a(35)	hijos la vengança delos padres ni se si hieres con hierro ni si quemas con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 sana dexas la ropa lastimas el coraçon Hazes que feo amen y hermoso les parezca
255	DDH	1516 ca.	1517 ca.	Alcalá de Henares	Arnaldo Guillén de Brocar	Nueva York: Hispanic Society of America  [HC397/810]	HSMS-0213-0001	1517 ca. ad quem	1517 ca. ad quem	Tabla de la diversidad de los días y horas	Antonio de Nebrija		1v-a(13)	en solo el mes de marzo crezcan tanto quanto crecieron enel mes de enero &	hebrero <febrero> [NCMS000]	 passados & los ueynte dias de deziembre despues que comenzaron a crecer Y por el
256	DDH	1516 ca.	1517 ca.	Alcalá de Henares	Arnaldo Guillén de Brocar	Nueva York: Hispanic Society of America  [HC397/810]	HSMS-0213-0001	1517 ca. ad quem	1517 ca. ad quem	Tabla de la diversidad de los días y horas	Antonio de Nebrija		4r-a(21)	& mayor noche del año hallaras lo restante de deziembre con los meses enero &	hebrero <febrero> [NCMS000]	 hasta quatorze dias de marzo en que diximos que igualauan las noches con los dias
257	DDH	1516 ca.	1517 ca.	Alcalá de Henares	Arnaldo Guillén de Brocar	Nueva York: Hispanic Society of America  [HC397/810]	HSMS-0213-0001	1517 ca. ad quem	1517 ca. ad quem	Tabla de la diversidad de los días y horas	Antonio de Nebrija		4v-a(7)	yguales alas noches de veynte seys dias de otubre y de veynte y ocho de	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 por que son entrambos dela primera y vltima quarta del año Assi que vn mesmo
258	C06	1518 ca.	1520 ca.	Sevilla	Jacobo Cromberger	Madrid: Biblioteca Nacional de España  [R/26575 (4)]	HSMS-0169-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		24r-a(2)	pues si nuestro amo te oye tambien te castigara ati como ami Sempronio o mal	huego <fuego> [NCMS000]	 te abrase que tu hablas en daño de todos & yo a ninguno offendo o
259	C06	1518 ca.	1520 ca.	Sevilla	Jacobo Cromberger	Madrid: Biblioteca Nacional de España  [R/26575 (4)]	HSMS-0169-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		49r-a(17)	hazer tal cosa de ninguno que hombre sea mayormente amando como yo nadando por este	huego <fuego> [NCMS000]	 de tu desseo toda mi vida No quieres que me arrime al dulce puerto a
260	C06	1518 ca.	1520 ca.	Sevilla	Jacobo Cromberger	Madrid: Biblioteca Nacional de España  [R/26575 (4)]	HSMS-0169-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		63r-a(29)	hijos la vengança delos padres ni se si hieres con hierro ni si quemas con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 sana dexas la ropa lastimas el coraçon Hazes que feo amen y hermoso les parezca
261	C12	1518-03-27	1518-03-27	Valencia	Juan Joffre	Londres: The British Library  [C.64.d.4]	HSMS-0026-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		15v-a(1)	comamos yo tambien si quisiere derrocar la casa aprouarlo si quemar su hazienda yr por	huego <fuego> [NCMS000]	 destruya rompa quiebre dañe de alcahuetas lo suyo que mi parte me cabra pues dizen
262	C12	1518-03-27	1518-03-27	Valencia	Juan Joffre	Londres: The British Library  [C.64.d.4]	HSMS-0026-0001	1502 ca.	1502 ca.	Tragicomedia de Calisto y Melibea	Fernando de Rojas		25v-a(14)	pues si nuestro amo te oye tambien te castigara ati como ami Sempronio o mal	huego <fuego> [NCMS000]	 te abrase que tu hablas en daño de todos & yo a ninguno offendo o
263	LMP	1518-05-16	1518-05-16	Sevilla	Juan Varela de Salamanca	Salamanca: Biblioteca General Histórica de la Universidad de Salamanca  [32573(1)]	HSMS-0442-0002	1503-05-28 ad quem	1503-05-28 ad quem	Tratado de micer Poggio florentino	Poggio Bracciolini	Rodrigo Fernández de Santaella	31r-b(41)	qual tomo nombre E nauegando algun tiempo por este rio vido que se hazian muchos	huegos <fuego> [NCMP000]	 enla ribera & penso que eran pescadores E pregunto que hazian los pescadores en aquellos
264	LMP	1518-05-16	1518-05-16	Sevilla	Juan Varela de Salamanca	Salamanca: Biblioteca General Histórica de la Universidad de Salamanca  [32573(1)]	HSMS-0442-0002	1503-05-28 ad quem	1503-05-28 ad quem	Tratado de micer Poggio florentino	Poggio Bracciolini	Rodrigo Fernández de Santaella	31r-b(43)	enla ribera & penso que eran pescadores E pregunto que hazian los pescadores en aquellos	huegos <fuego> [NCMP000]	 cada noche E los de aquella tierra respondieron Icepe icepe Estos dezian que eran o
265	LMP	1518-05-16	1518-05-16	Sevilla	Juan Varela de Salamanca	Salamanca: Biblioteca General Histórica de la Universidad de Salamanca  [32573(1)]	HSMS-0442-0002	1503-05-28 ad quem	1503-05-28 ad quem	Tratado de micer Poggio florentino	Poggio Bracciolini	Rodrigo Fernández de Santaella	34r-a(46)	agrada en gran manera alos que la oyen & luego rebolando sobre la leña enciende	huego <fuego> [NCMS000]	 & dexase quemar Y dende a poco sale vn gusano de su ceniza & del
266	M18	1518-10-08	1518-10-08	Granada	Andrés de Burgos	Madrid: Biblioteca Nacional de España  [R/9017]	HSMS-0171-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	6r-b(28)	no souado E deue hauer muy poca sal E deue ser muy bien cozido a	huego <fuego> [NCMS000]	 no rezio mas manso E no deue ser tan cozido que parezca Enel rastro ninguno
267	M18	1518-10-08	1518-10-08	Granada	Andrés de Burgos	Madrid: Biblioteca Nacional de España  [R/9017]	HSMS-0171-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	21r-b(36)	bacas o de puercos fresca Ca esto las enternesçe mucho & avn retiene que el	huego <fuego> [NCMS000]	 a que se assan que no consuman mucho aquella su humidad que enellas ay E
268	M18	1518-10-08	1518-10-08	Granada	Andrés de Burgos	Madrid: Biblioteca Nacional de España  [R/9017]	HSMS-0171-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	23r-a(42)	señaladamente para los hombres que temen podrecimiento de humores que se leuantan de dolencia de	hiebre <fiebre> [NCFS000]	 podrida Pero que la carne delos capones & delas gallinas ante noche muertas es muy
269	M18	1518-10-08	1518-10-08	Granada	Andrés de Burgos	Madrid: Biblioteca Nacional de España  [R/9017]	HSMS-0171-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	31r-a(41)	de humores corrompidos E porende es la leche muy mala vianda para los que han	hiebres <fiebre> [NCFP000]	 podridas o qualesquier otras dolencias de podrimiento o de qualquier corrupcion de humores Mayormente quando
270	M18	1518-10-08	1518-10-08	Granada	Andrés de Burgos	Madrid: Biblioteca Nacional de España  [R/9017]	HSMS-0171-0002	1260	1311	Las virtudes del romero	Arnau de Vilanova		36v-a(36)	alguno estouiere enfermo de luengo tiempo & estouiere flaco tome del pan & tuestelo al	huego <fuego> [NCMS000]	 & metalo enel vino o mosto & vse lo a comer & darleha alegria enel
271	M19	1519-03-12	1519-03-12	Granada	Andrés de Burgos	Bethesda: National Library of Medicine  [WZ 240 L697 1519]	HSMS-0008-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	5v-a(4)	no souado E deue hauer muy poca sal E deue ser muy bien cozido a	huego <fuego> [NCMS000]	 no rezio mas manso E no deue ser tan cozido que parezca enel rastro ninguno
272	M19	1519-03-12	1519-03-12	Granada	Andrés de Burgos	Bethesda: National Library of Medicine  [WZ 240 L697 1519]	HSMS-0008-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	19r-a(9)	señaladamente para los hombres que temen podrecimiento de humores que se leuantan de dolencia de	hiebre <fiebre> [NCFS000]	 podrida Pero que la carne delos capones & de las gallinas ante noche muertas es
273	M19	1519-03-12	1519-03-12	Granada	Andrés de Burgos	Bethesda: National Library of Medicine  [WZ 240 L697 1519]	HSMS-0008-0001	1401 ca. ad quem	1401 ca. ad quem	Macer herbolario	Macer	Gil, físico del rey de Francia	25r-b(34)	de humores corrompidos E porende es la leche muy mala vianda para los que han	hiebres <fiebre> [NCFP000]	 podridas o quales quier otras dolencias de podrimiento o de qualquier corrupcion de humores Mayormente
274	M19	1519-03-12	1519-03-12	Granada	Andrés de Burgos	Bethesda: National Library of Medicine  [WZ 240 L697 1519]	HSMS-0008-0002	1260	1311	Las virtudes del romero	Arnau de Vilanova		30r-b(38)	estouiere enfermo de luengo tiempo & estouiere muy flaco tome del pan & tuestelo al	huego <fuego> [NCMS000]	 & metalo enel vino o mosto & acostumbrelo a comer & dar le ha mucha
275	M19	1519-03-12	1519-03-12	Granada	Andrés de Burgos	Bethesda: National Library of Medicine  [WZ 240 L697 1519]	HSMS-0008-0002	1260	1311	Las virtudes del romero	Arnau de Vilanova		31v-a(10)	assy que deues de hazer de todo lo sobre dicho emplasto en vna caçuela enel	huego <fuego·PUNCT> [NCMS000·PUNCT]	 & haz emplasto & ponlo enla quebradura & sea renouado de diez en diez dias
